job_title,gender,age,perf_eval,edu,dept,seniority,base_pay,bonus,age_bin,total_pay,base_pay_log,bonus_log,total_pay_log,mod_1_fitted,mod_2_fitted,mod_3_fitted
Graphic Designer,Male,27,4,College,Sales,5,114680,8472,"[18,29.8]",123152,11.649900919997306,9.044521887281242,11.721174643774098,104926.9308158311,91644.68373106429,91107.45876211961
Driver,Male,25,3,PhD,Engineering,5,92687,7634,"[18,29.8]",100321,11.43698350439507,8.940367233305174,11.516130323919139,104926.9308158311,89745.5319167689,89138.61161723147
Graphic Designer,Male,21,3,Masters,Engineering,4,72301,8391,"[18,29.8]",80692,11.18859323930985,9.03491498187007,11.298394716754242,104926.9308158311,85947.22828817816,85200.91732745517
Financial Analyst,Male,24,4,Masters,Administration,1,67749,8517,"[18,29.8]",76266,11.123564978485414,9.04981944514108,11.241982508522725,104926.9308158311,88795.95600962122,88154.18804478738
Data Scientist,Female,61,5,Masters,Management,2,97000,7757,"(53.2,65]",104757,11.48246625748552,8.956350940490871,11.559398661327299,96468.684640002175,114631.2484312063,113644.68089290046
Manager,Male,52,5,High School,Operations,2,104526,7253,"(41.5,53.2]",111779,11.557191123268215,8.889170455363413,11.62427898663946,104926.9308158311,115384.08140975649,115718.04807322146
Data Scientist,Male,26,4,High School,Management,3,80494,8449,"[18,29.8]",88943,11.295937926467355,9.041803370152845,11.395750994100725,104926.9308158311,90695.1078239166,90123.03518967555
Financial Analyst,Female,30,4,High School,Operations,2,40341,7320,"(29.8,41.5]",47661,10.60512360049198,8.898365606955357,10.771868732388134,96468.684640002175,85194.39530962797,85736.45917310836
Software Engineer,Male,29,4,High School,Engineering,1,74316,8761,"[18,29.8]",83077,11.216081550726061,9.078065332666364,11.327523167564364,104926.9308158311,93543.83554535966,93076.30590700776
IT,Female,46,5,PhD,Sales,3,102247,8307,"(41.5,53.2]",110554,11.535146733621325,9.02485381183907,11.613259368353763,96468.684640002175,100387.60982399099,100140.70264138815
Driver,Male,49,4,College,Sales,5,104657,6839,"(41.5,53.2]",111496,11.55844361526924,8.830396801098097,11.621743994799346,104926.9308158311,112535.35368831342,112764.77735588924
Warehouse Associate,Female,37,3,High School,Engineering,5,92722,8010,"(29.8,41.5]",100732,11.437361048100238,8.988446040062405,11.520218803797693,96468.684640002175,91841.4266596618,92038.31569048077
Sales Associate,Female,51,5,Masters,Management,1,72120,9084,"(41.5,53.2]",81204,11.186086677317254,9.114269903225448,11.304719786020225,96468.684640002175,105135.48935972943,104642.02872522558
Warehouse Associate,Female,28,4,Masters,Operations,1,62260,7740,"[18,29.8]",70000,11.039074443995599,8.954156966583772,11.156250521031495,96468.684640002175,83295.2434953326,83935.9287395734
Manager,Male,45,5,High School,Engineering,3,123422,8894,"(41.5,53.2]",132316,11.7233646565728,9.093132171070641,11.792948280054521,104926.9308158311,108737.05005972268,108827.08306611294
Warehouse Associate,Male,48,5,College,Sales,1,62097,7075,"(41.5,53.2]",69172,11.0364529575759,8.864322722511439,11.144351435445813,104926.9308158311,111585.77778116573,111780.35378344517
Data Scientist,Male,53,5,High School,Management,2,102910,8335,"(41.5,53.2]",111245,11.541610098830137,9.028218795184895,11.619490255198258,104926.9308158311,116333.65731690418,116702.47164566554
Data Scientist,Female,29,4,High School,Engineering,3,84021,9111,"[18,29.8]",93132,11.338822046580658,9.117237753713859,11.44177312064214,96468.684640002175,84244.8194024803,84836.19395634087
Warehouse Associate,Female,19,4,High School,Operations,1,37026,8636,"[18,29.8]",45662,10.519375647549122,9.063694791634697,10.729021721139398,96468.684640002175,74749.0603310034,75833.54178866601
Driver,Male,18,3,PhD,Operations,3,56318,8407,"[18,29.8]",64725,10.938769478837743,9.036819971135296,11.077902804619738,104926.9308158311,83098.50056673509,82247.64661012295
IT,Male,28,4,High School,Operations,3,64958,7910,"[18,29.8]",72868,11.081496186184253,8.9758830607617,11.19640486415072,104926.9308158311,92594.25963821198,92091.88233456369
Data Scientist,Female,31,4,High School,Operations,2,55954,7999,"(29.8,41.5]",63953,10.932285203588544,8.987071812848821,11.065903717556399,96468.684640002175,86143.97121677567,86636.72438987585
Graphic Designer,Female,58,4,PhD,Sales,3,108820,7776,"(53.2,65]",116596,11.597450420039916,8.958797346140274,11.666470246992764,96468.684640002175,111782.52070976325,110943.885242598
IT,Female,41,5,High School,Operations,3,100014,8621,"(29.8,41.5]",108635,11.513065455171143,9.061956366209925,11.595748918169342,96468.684640002175,95639.73028825255,95639.37655755071
Driver,Male,36,4,PhD,Operations,3,88213,8581,"(29.8,41.5]",96794,11.387509623423956,9.057305735807121,11.48034028787254,104926.9308158311,100190.86689539347,99967.27091411628
Sales Associate,Female,34,3,High School,Sales,4,108288,7491,"(29.8,41.5]",115779,11.59254962352584,8.921457578947884,11.65943848052539,96468.684640002175,88992.69893821873,89337.52004017831
Driver,Male,56,5,Masters,Sales,5,100859,8388,"(53.2,65]",109247,11.521478780848271,9.03455739202181,11.601366652626572,104926.9308158311,119182.38503834725,119655.74236299776
Financial Analyst,Female,30,4,Masters,Administration,5,114007,9248,"(29.8,41.5]",123255,11.644015129000286,9.13216259091216,11.722010659033398,96468.684640002175,85194.39530962797,85736.45917310836
Warehouse Associate,Male,37,4,High School,Management,3,83025,8105,"(29.8,41.5]",91130,11.326897046244948,9.000236434169777,11.420042337490173,104926.9308158311,101140.44280254116,100951.69448656036
IT,Male,28,4,High School,Administration,5,95964,9147,"[18,29.8]",105111,11.47172840011989,9.121181235656364,11.562772213614785,104926.9308158311,92594.25963821198,92091.88233456369
Warehouse Associate,Female,47,4,College,Administration,2,94973,7885,"(41.5,53.2]",102858,11.461347919660897,8.972717499397138,11.541104675235536,96468.684640002175,101337.18573113868,101040.96785815564
Graphic Designer,Male,44,4,High School,Sales,4,102108,8339,"(41.5,53.2]",110447,11.533786355637558,9.028698584086985,11.61229104686779,104926.9308158311,107787.47415257499,107842.65949366888
Data Scientist,Male,24,4,Masters,Sales,2,60736,7873,"[18,29.8]",68609,11.0142918819696,8.971194463184467,11.136179000443898,104926.9308158311,88795.95600962122,88154.18804478738
IT,Male,47,5,PhD,Operations,1,82126,6971,"(41.5,53.2]",89097,11.3160099322729,8.849513965486398,11.397480942858383,104926.9308158311,110636.20187401805,110795.9302110011
Financial Analyst,Male,33,5,Masters,Operations,1,69878,8389,"(29.8,41.5]",78267,11.154506143346147,9.034676602846295,11.267881337202681,104926.9308158311,97342.13917395042,97014.00019678407
IT,Female,22,4,Masters,Sales,1,37780,8443,"[18,29.8]",46223,10.5395351410555,9.0410929746695,10.741232788688686,96468.684640002175,77597.78805244647,78534.33743896848
Graphic Designer,Male,57,4,Masters,Management,4,132873,7266,"(53.2,65]",140139,11.797149063790613,8.890961212781146,11.850390066177644,104926.9308158311,120131.96094549494,120640.16593544184
Financial Analyst,Male,20,4,High School,Operations,2,65164,7827,"[18,29.8]",72991,11.08466244818606,8.965334573804839,11.198091424858745,104926.9308158311,84997.65238103046,84216.49375501109
IT,Female,65,5,Masters,Administration,4,121210,7949,"(53.2,65]",129159,11.705279857464557,8.980801413573113,11.768799482507152,96468.684640002175,118429.55205979706,117245.7417599704
Graphic Designer,Female,49,4,PhD,Engineering,2,95169,7415,"(41.5,53.2]",102584,11.463409537498313,8.911260254572033,11.538437254138952,96468.684640002175,103236.33754543404,102841.4982916906
Sales Associate,Male,19,3,PhD,Management,4,94492,8209,"[18,29.8]",102701,11.45627045381365,9.012986392348266,11.539577132967588,104926.9308158311,84048.07647388277,83232.07018256703
Driver,Female,39,4,PhD,Operations,2,75901,7402,"(29.8,41.5]",83303,11.237185138527495,8.909505512946101,11.330239841912194,96468.684640002175,93740.57847395717,93838.84612401575
Sales Associate,Male,33,3,Masters,Operations,5,100463,6332,"(29.8,41.5]",106795,11.51754477949005,8.753371421000903,11.578666387932905,104926.9308158311,97342.13917395042,97014.00019678407
Sales Associate,Female,40,4,Masters,Operations,5,92276,9551,"(29.8,41.5]",101827,11.432539365010976,9.164401140034737,11.531030573865582,96468.684640002175,94690.15438110486,94739.11134078323
Driver,Female,21,2,College,Engineering,5,92458,6966,"[18,29.8]",99424,11.434509766332706,8.848796450925947,11.507148812192774,96468.684640002175,76648.21214529878,77634.07222220098
Graphic Designer,Male,46,4,High School,Administration,4,88571,7464,"(41.5,53.2]",96035,11.391559769244576,8.91784674252718,11.472467987338952,104926.9308158311,109686.62596687036,109811.50663855702
Financial Analyst,Male,39,4,PhD,Management,3,87409,7168,"(29.8,41.5]",94577,11.378353531170458,8.877381954654766,11.457169596515273,104926.9308158311,103039.59461683655,102920.5416314485
Warehouse Associate,Male,58,5,College,Sales,4,133927,8278,"(53.2,65]",142205,11.805050154369221,9.021356672308677,11.865024957477141,104926.9308158311,121081.53685264262,121624.58950788592
Manager,Male,33,4,Masters,Sales,1,90482,7094,"(29.8,41.5]",97576,11.412906214878154,8.867004635333567,11.488386840523074,104926.9308158311,97342.13917395042,97014.00019678407
Marketing Associate,Female,27,4,High School,Sales,4,87435,9230,"[18,29.8]",96665,11.378650939147759,9.130214327496898,11.479006671766603,96468.684640002175,82345.66758818491,83035.6635228059
Graphic Designer,Female,65,5,High School,Operations,4,130251,7750,"(53.2,65]",138001,11.777218637129327,8.955448122347393,11.835016210489899,96468.684640002175,118429.55205979706,117245.7417599704
Manager,Female,34,3,Masters,Management,2,106560,7257,"(29.8,41.5]",113817,11.576463485774216,8.889721799278137,11.642347174403321,96468.684640002175,88992.69893821873,89337.52004017831
Software Engineer,Male,56,5,College,Operations,3,107366,7774,"(53.2,65]",115140,11.583998837380118,8.958540111412168,11.6539040582298,104926.9308158311,119182.38503834725,119655.74236299776
Warehouse Associate,Female,34,4,High School,Sales,1,56172,7739,"(29.8,41.5]",63911,10.93617369108807,8.95402775927046,11.065246769525514,96468.684640002175,88992.69893821873,89337.52004017831
Marketing Associate,Female,35,4,Masters,Sales,2,58807,7316,"(29.8,41.5]",66123,10.98201617442016,8.897819009510757,11.099271922956497,96468.684640002175,89942.27484536642,90237.78525694579
Financial Analyst,Female,49,4,Masters,Sales,4,126626,7144,"(41.5,53.2]",133770,11.74899313885445,8.874028122556336,11.803877186289633,96468.684640002175,103236.33754543404,102841.4982916906
Manager,Female,24,3,PhD,Sales,3,104202,8456,"[18,29.8]",112658,11.55408660197517,9.042631527550073,11.632111959761392,96468.684640002175,79496.93986674184,80334.86787250344
Warehouse Associate,Male,39,4,PhD,Operations,3,77793,8093,"(29.8,41.5]",85886,11.261806731825494,8.998754769495703,11.360776114480084,104926.9308158311,103039.59461683655,102920.5416314485
Warehouse Associate,Male,45,4,High School,Operations,2,84930,6914,"(41.5,53.2]",91844,11.349582666774054,8.84130362048157,11.427846764611914,104926.9308158311,108737.05005972268,108827.08306611294
Driver,Male,32,3,Masters,Engineering,2,69367,6378,"(29.8,41.5]",75745,11.147166529084098,8.760609847570002,11.235127714592425,104926.9308158311,96392.56326680272,96029.57662433998
Graphic Designer,Male,65,5,Masters,Operations,5,116751,8505,"(53.2,65]",125256,11.667798740804955,9.048409504829962,11.73811492199136,104926.9308158311,127728.56820267643,128515.55451499444
Software Engineer,Male,52,4,Masters,Administration,5,139841,7641,"(41.5,53.2]",147482,11.848261341893542,8.941283763647567,11.901461413416964,104926.9308158311,115384.08140975649,115718.04807322146
Driver,Female,52,4,College,Administration,2,78750,6666,"(41.5,53.2]",85416,11.274033556687879,8.804775258867686,11.355288715858139,96468.684640002175,106085.06526687712,105542.29394199306
Warehouse Associate,Female,38,3,College,Administration,5,93306,8265,"(29.8,41.5]",101571,11.443639693449393,9.019785010255125,11.52851334031188,96468.684640002175,92791.00256680947,92938.58090724825
Financial Analyst,Male,19,4,Masters,Operations,2,60892,8462,"[18,29.8]",69354,11.016857082179145,9.043340831280013,11.146979102522323,104926.9308158311,84048.07647388277,83232.07018256703
Graphic Designer,Male,20,2,Masters,Engineering,5,99543,6111,"[18,29.8]",105654,11.50834499059612,8.717845704894916,11.567924883188834,104926.9308158311,84997.65238103046,84216.49375501109
Sales Associate,Female,29,3,PhD,Operations,2,56745,6495,"[18,29.8]",63240,10.946322825735239,8.7787879291047,11.05469229132341,96468.684640002175,84244.8194024803,84836.19395634087
Data Scientist,Female,29,4,College,Operations,1,59458,7939,"[18,29.8]",67397,10.99302545992853,8.979542601725113,11.118355785524026,96468.684640002175,84244.8194024803,84836.19395634087
Driver,Female,18,2,Masters,Sales,4,71824,6397,"[18,29.8]",78221,11.181973961021713,8.763584409450138,11.267293432681889,96468.684640002175,73799.48442385571,74933.27657189852
Software Engineer,Male,64,5,High School,Operations,2,111903,6824,"(53.2,65]",118727,11.62538770359212,8.828201089171515,11.684582018927152,104926.9308158311,126778.99229552875,127531.13094255036
IT,Male,55,5,College,Sales,3,104361,7813,"(53.2,65]",112174,11.555611321420164,8.963544291996744,11.627806516162149,104926.9308158311,118232.80913119955,118671.31879055369
Warehouse Associate,Female,22,2,High School,Sales,5,91568,7139,"[18,29.8]",98707,11.424837144648883,8.87332798950246,11.499911144892543,96468.684640002175,77597.78805244647,78534.33743896848
Software Engineer,Male,59,4,Masters,Engineering,4,155834,7101,"(53.2,65]",162935,11.956546617108485,8.867990898182093,12.001106627251666,104926.9308158311,122031.1127597903,122609.01308032998
Financial Analyst,Male,30,5,Masters,Sales,1,83620,7864,"(29.8,41.5]",91484,11.334038004910555,8.970050661827003,11.42391937258525,104926.9308158311,94493.41145250735,94060.72947945184
Marketing Associate,Female,50,5,PhD,Administration,1,81995,7840,"(41.5,53.2]",89835,11.314413548777546,8.966994113344454,11.405729933366672,96468.684640002175,104185.91345258174,103741.7635084581
Graphic Designer,Female,27,4,PhD,Sales,1,66125,8465,"[18,29.8]",74590,11.0993021691606,9.043695294567236,11.219761728949209,96468.684640002175,82345.66758818491,83035.6635228059
Driver,Male,27,3,College,Engineering,5,89678,7778,"[18,29.8]",97456,11.403980755980855,8.959054514715692,11.487156273076266,104926.9308158311,91644.68373106429,91107.45876211961
Sales Associate,Female,57,5,Masters,Operations,3,98321,8980,"(53.2,65]",107301,11.49599291505882,9.102755161296246,11.583393248239855,96468.684640002175,110832.94480261556,110043.6200258305
Manager,Male,48,4,College,Management,1,109346,7730,"(41.5,53.2]",117076,11.602272445646191,8.952864141581468,11.670578575548468,104926.9308158311,111585.77778116573,111780.35378344517
Manager,Female,62,4,Masters,Sales,4,155203,7808,"(53.2,65]",163011,11.952489216441343,8.962904128092928,12.001572962174489,96468.684640002175,115580.824338354,114544.94610966794
IT,Male,64,5,PhD,Management,2,98100,7460,"(53.2,65]",105560,11.493742645553455,8.917310693197807,11.56703479061726,104926.9308158311,126778.99229552875,127531.13094255036
Data Scientist,Female,29,3,High School,Management,4,73306,7765,"[18,29.8]",81071,11.202397739913586,8.957381735582787,11.303080592924797,96468.684640002175,84244.8194024803,84836.19395634087
Driver,Male,40,5,College,Engineering,2,68797,7817,"(29.8,41.5]",76614,11.138915418319561,8.96405612822033,11.246535106652736,104926.9308158311,103989.17052398423,103904.96520389259
Financial Analyst,Male,58,4,College,Management,4,120154,6751,"(53.2,65]",126905,11.696529532329142,8.81744592104187,11.751194054029506,104926.9308158311,121081.53685264262,121624.58950788592
Warehouse Associate,Female,22,3,College,Sales,4,76865,8145,"[18,29.8]",85010,11.2498059153467,9.005159521036145,11.350524175611405,96468.684640002175,77597.78805244647,78534.33743896848
Graphic Designer,Female,59,4,PhD,Management,4,125770,8013,"(53.2,65]",133783,11.742210121041202,8.98882050177807,11.803974363297629,96468.684640002175,112732.09661691093,111844.15045936547
Financial Analyst,Female,36,4,High School,Administration,5,119931,8400,"(29.8,41.5]",128331,11.694671856388286,9.035986984831405,11.762368142618339,96468.684640002175,90891.8507525141,91138.05047371327
Marketing Associate,Female,55,4,Masters,Operations,1,71794,6685,"(53.2,65]",78479,11.181556186084919,8.807621489536043,11.270586352058166,96468.684640002175,108933.79298832017,108243.08959229552
Driver,Female,54,4,College,Management,2,87998,7028,"(53.2,65]",95026,11.385069365929349,8.857657449306988,11.461905817348512,96468.684640002175,107984.2170811725,107342.82437552806
Software Engineer,Male,63,4,High School,Administration,5,140445,7905,"(53.2,65]",148350,11.852571232041099,8.975250749643573,11.907329625718967,104926.9308158311,125829.41638838107,126546.70737010628
Warehouse Associate,Male,18,2,College,Administration,5,85306,7735,"[18,29.8]",93041,11.354000070982584,8.953510763007166,11.440795535200134,104926.9308158311,83098.50056673509,82247.64661012295
Sales Associate,Female,31,3,High School,Operations,3,77275,7089,"(29.8,41.5]",84364,11.255125767000317,8.866299565855018,11.342896049305505,96468.684640002175,86143.97121677567,86636.72438987585
Manager,Male,48,4,PhD,Sales,4,143887,7622,"(41.5,53.2]",151509,11.876783548280264,8.938794081433805,11.928400308107692,104926.9308158311,111585.77778116573,111780.35378344517
Driver,Female,58,4,High School,Sales,5,130720,7246,"(53.2,65]",137966,11.78081291009383,8.888204871455022,11.834762556971995,96468.684640002175,111782.52070976325,110943.885242598
Software Engineer,Female,41,4,PhD,Sales,1,86675,7947,"(29.8,41.5]",94622,11.369920770553223,8.98054977794018,11.457645286142052,96468.684640002175,95639.73028825255,95639.37655755071
Graphic Designer,Female,22,3,College,Operations,2,56954,7550,"[18,29.8]",64504,10.949999203458866,8.92930284224307,11.074482516364858,96468.684640002175,77597.78805244647,78534.33743896848
IT,Male,63,5,Masters,Operations,5,133472,8688,"(53.2,65]",142160,11.801646996996672,9.069698042173716,11.864708462828533,104926.9308158311,125829.41638838107,126546.70737010628
Data Scientist,Male,23,3,Masters,Administration,1,62753,7242,"[18,29.8]",69995,11.046961664616168,8.887652690325586,11.156179089908926,104926.9308158311,87846.38010247353,87169.76447234332
Sales Associate,Male,63,5,PhD,Operations,4,128173,8360,"(53.2,65]",136533,11.761136192863301,9.031213706078747,11.824321622630094,104926.9308158311,125829.41638838107,126546.70737010628
Software Engineer,Female,28,3,College,Engineering,5,112491,8727,"[18,29.8]",121218,11.630628497426441,9.074176947163311,11.705345856441598,96468.684640002175,83295.2434953326,83935.9287395734
Marketing Associate,Female,22,4,PhD,Operations,1,36548,8090,"[18,29.8]",44638,10.506381744118512,8.998384010052538,10.70634079318413,96468.684640002175,77597.78805244647,78534.33743896848
Driver,Female,62,4,PhD,Engineering,1,88781,6413,"(53.2,65]",95194,11.393927942122742,8.766082459148864,11.4636721935832,96468.684640002175,115580.824338354,114544.94610966794
Software Engineer,Male,65,4,High School,Management,5,157852,6669,"(53.2,65]",164521,11.969413164162443,8.805225202632306,12.010793500614241,104926.9308158311,127728.56820267643,128515.55451499444
Financial Analyst,Male,51,4,PhD,Operations,4,113730,6578,"(41.5,53.2]",120308,11.64158249717849,8.791486026749002,11.697810400167343,104926.9308158311,114434.50550260881,114733.6245007774
Driver,Male,57,5,College,Management,1,68403,6893,"(53.2,65]",75296,11.133171962297958,8.838261682885651,11.229182291527088,104926.9308158311,120131.96094549494,120640.16593544184
Manager,Male,59,4,PhD,Sales,5,176789,6773,"(53.2,65]",183562,12.08271221005554,8.820699399214904,12.120307764069373,104926.9308158311,122031.1127597903,122609.01308032998
Data Scientist,Female,45,3,Masters,Sales,5,129226,6912,"(41.5,53.2]",136138,11.769318088475003,8.841014310483892,11.82142435613452,96468.684640002175,99438.0339168433,99240.43742462066
Graphic Designer,Male,24,3,College,Engineering,2,59399,6692,"[18,29.8]",66091,10.992032670192192,8.808668062106715,11.098787859232159,104926.9308158311,88795.95600962122,88154.18804478738
Sales Associate,Male,61,5,PhD,Management,1,102473,8468,"(53.2,65]",110941,11.537354628226725,9.044049632254756,11.616753807449978,104926.9308158311,123930.26457408568,124577.86022521814
Manager,Female,60,4,PhD,Management,3,160614,8354,"(53.2,65]",168968,11.986759249796316,9.03049574505712,12.037464626863978,96468.684640002175,113681.67252405862,112744.41567613297
Sales Associate,Female,28,3,PhD,Sales,3,89570,7411,"[18,29.8]",96981,11.402775721469242,8.910720661951359,11.482270362010594,96468.684640002175,83295.2434953326,83935.9287395734
Marketing Associate,Female,41,4,College,Sales,3,73989,8780,"(29.8,41.5]",82769,11.211671712488354,9.080231686629162,11.323808874134354,96468.684640002175,95639.73028825255,95639.37655755071
Financial Analyst,Female,35,4,Masters,Management,2,67762,7449,"(29.8,41.5]",75211,11.123756844828955,8.915835074176277,11.228052775836298,96468.684640002175,89942.27484536642,90237.78525694579
Financial Analyst,Male,35,4,College,Administration,4,90307,7663,"(29.8,41.5]",97970,11.41097025578045,8.944158830970403,11.492416588338688,104926.9308158311,99241.29098824579,98982.8473416722
Driver,Female,38,3,Masters,Management,2,77751,6554,"(29.8,41.5]",84305,11.261266691695104,8.787830829258759,11.34219645421208,96468.684640002175,92791.00256680947,92938.58090724825
Data Scientist,Female,57,4,High School,Management,1,87150,6814,"(53.2,65]",93964,11.375386050948167,8.826734598220911,11.450667009173657,96468.684640002175,110832.94480261556,110043.6200258305
Driver,Female,19,2,College,Sales,2,79291,5000,"[18,29.8]",84291,11.280879908117802,8.517193191416238,11.342030376724688,96468.684640002175,74749.0603310034,75833.54178866601
Graphic Designer,Male,55,5,Masters,Engineering,1,79144,8328,"(53.2,65]",87472,11.279024257003059,9.027378610294805,11.37907402113478,104926.9308158311,118232.80913119955,118671.31879055369
Manager,Male,62,5,PhD,Engineering,3,150467,8100,"(53.2,65]",158567,11.921499070025092,8.99961934066053,11.973932495915284,104926.9308158311,124879.84048123338,125562.28379766221
Driver,Female,31,3,Masters,Engineering,2,57070,6615,"(29.8,41.5]",63685,10.952033863530755,8.797095076549056,11.06170433502386,96468.684640002175,86143.97121677567,86636.72438987585
Marketing Associate,Female,49,4,College,Sales,4,102201,7640,"(41.5,53.2]",109841,11.534696741439683,8.941152882160566,11.606789144551904,96468.684640002175,103236.33754543404,102841.4982916906
Driver,Male,37,4,College,Engineering,3,70088,8244,"(29.8,41.5]",78332,11.1575068743462,9.01724094201035,11.268711483036727,104926.9308158311,101140.44280254116,100951.69448656036
Marketing Associate,Female,24,3,PhD,Operations,4,57782,7144,"[18,29.8]",64926,10.96443258747448,8.874028122556336,11.081003438799703,96468.684640002175,79496.93986674184,80334.86787250344
Manager,Male,32,3,High School,Operations,4,117629,6291,"(29.8,41.5]",123920,11.675290882685672,8.74687531957003,11.72739147509075,104926.9308158311,96392.56326680272,96029.57662433998
Sales Associate,Male,28,3,Masters,Administration,5,118653,7036,"[18,29.8]",125689,11.683958545994326,8.85879510585745,11.741565880804808,104926.9308158311,92594.25963821198,92091.88233456369
Marketing Associate,Female,38,2,High School,Management,5,71772,5764,"(29.8,41.5]",77536,11.181249706832558,8.659386957119413,11.258497623616252,96468.684640002175,92791.00256680947,92938.58090724825
Software Engineer,Male,65,5,Masters,Sales,1,134758,7500,"(53.2,65]",142258,11.811235856211189,8.922658299524402,11.86539758942304,104926.9308158311,127728.56820267643,128515.55451499444
Marketing Associate,Female,53,5,College,Administration,1,66438,6935,"(41.5,53.2]",73373,11.104024460926164,8.844336332748933,11.203311299518708,96468.684640002175,107034.64117402481,106442.55915876056
Warehouse Associate,Male,46,3,High School,Operations,4,87134,6184,"(41.5,53.2]",93318,11.37520244258429,8.729720590267258,11.443768294272616,104926.9308158311,109686.62596687036,109811.50663855702
Marketing Associate,Female,57,4,College,Operations,3,79674,6993,"(53.2,65]",86667,11.285698588218382,8.852664927703866,11.369828467476005,96468.684640002175,110832.94480261556,110043.6200258305
Marketing Associate,Female,45,3,College,Engineering,4,85161,6682,"(41.5,53.2]",91843,11.352298861540632,8.807172622916703,11.427835876525114,96468.684640002175,99438.0339168433,99240.43742462066
Warehouse Associate,Female,34,2,PhD,Management,5,114479,6700,"(29.8,41.5]",121179,11.648146679041936,8.809862805379057,11.705024070278101,96468.684640002175,88992.69893821873,89337.52004017831
Marketing Associate,Male,25,3,College,Operations,4,65547,6530,"[18,29.8]",72077,11.090522721554134,8.784162222270476,11.185490270994313,104926.9308158311,89745.5319167689,89138.61161723147
Data Scientist,Female,33,3,High School,Administration,3,71946,6386,"(29.8,41.5]",78332,11.183671116607488,8.761863373274727,11.268711483036727,96468.684640002175,88043.12303107104,88437.25482341083
Financial Analyst,Male,64,5,High School,Operations,3,96777,7736,"(53.2,65]",104513,11.480164641726745,8.95364003713313,11.557066744563603,104926.9308158311,126778.99229552875,127531.13094255036
Marketing Associate,Female,23,3,PhD,Administration,3,62054,6955,"[18,29.8]",69009,11.035760252696852,8.847216104357543,11.141992209856129,96468.684640002175,78547.36395959416,79434.60265573596
Software Engineer,Male,26,3,High School,Sales,2,61527,6345,"[18,29.8]",67872,11.027231381841842,8.755422380148488,11.125378857364408,104926.9308158311,90695.1078239166,90123.03518967555
Warehouse Associate,Female,24,3,High School,Management,1,64624,8253,"[18,29.8]",72877,11.076341137803194,9.018332049592685,11.196528367530066,96468.684640002175,79496.93986674184,80334.86787250344
Driver,Male,49,4,Masters,Administration,5,118629,6740,"(41.5,53.2]",125369,11.683756255048685,8.815815203906352,11.739016667688373,104926.9308158311,112535.35368831342,112764.77735588924
Data Scientist,Male,19,2,PhD,Management,5,80171,6454,"[18,29.8]",86625,11.29191713245303,8.772455372611907,11.369343736492205,104926.9308158311,84048.07647388277,83232.07018256703
Sales Associate,Female,47,3,College,Administration,4,105410,6363,"(41.5,53.2]",111773,11.565612787249234,8.758255243232792,11.624225307853303,96468.684640002175,101337.18573113868,101040.96785815564
Software Engineer,Male,36,4,PhD,Management,3,112134,8587,"(29.8,41.5]",120721,11.627449863698358,9.058004710672485,11.701237377038966,104926.9308158311,100190.86689539347,99967.27091411628
Warehouse Associate,Female,42,3,Masters,Engineering,1,90005,6631,"(41.5,53.2]",96636,11.407620503324805,8.799510901368867,11.478706621583544,96468.684640002175,96589.30619540023,96539.6417743182
Marketing Associate,Female,50,5,High School,Operations,1,70374,7466,"(41.5,53.2]",77840,11.16157915574956,8.91811465947453,11.262410716859886,96468.684640002175,104185.91345258174,103741.7635084581
Manager,Male,21,2,College,Administration,5,121682,7189,"[18,29.8]",128871,11.709166363352994,8.880307358983872,11.766567183010226,104926.9308158311,85947.22828817816,85200.91732745517
Marketing Associate,Female,49,4,PhD,Operations,5,104355,7555,"(41.5,53.2]",111910,11.555553827025852,8.92996487470684,11.625450255812073,96468.684640002175,103236.33754543404,102841.4982916906
IT,Female,49,4,College,Engineering,1,75811,5520,"(41.5,53.2]",81331,11.235998679835268,8.616133139271142,11.306282526671115,96468.684640002175,103236.33754543404,102841.4982916906
Sales Associate,Male,48,3,Masters,Engineering,5,113544,6839,"(41.5,53.2]",120383,11.639945705979093,8.830396801098097,11.698433605874474,104926.9308158311,111585.77778116573,111780.35378344517
Graphic Designer,Female,22,2,Masters,Operations,4,107025,6577,"[18,29.8]",113602,11.580817731013147,8.79133399330135,11.640456390748014,96468.684640002175,77597.78805244647,78534.33743896848
Financial Analyst,Male,20,3,PhD,Operations,3,78564,7875,"[18,29.8]",86439,11.271668858229091,8.971448463693834,11.367194241835717,104926.9308158311,84997.65238103046,84216.49375501109
Financial Analyst,Male,47,5,College,Operations,3,91905,7614,"(41.5,53.2]",99519,11.428510713827865,8.937743936942443,11.508103859691012,104926.9308158311,110636.20187401805,110795.9302110011
Financial Analyst,Male,60,5,High School,Engineering,4,121728,7932,"(53.2,65]",129660,11.709544326465007,8.978660489639687,11.772670918728986,104926.9308158311,122980.68866693799,123593.43665277406
Marketing Associate,Male,27,4,College,Management,1,54817,6519,"[18,29.8]",61336,10.91175564380625,8.782476268924539,11.024122225238731,104926.9308158311,91644.68373106429,91107.45876211961
Sales Associate,Male,20,3,College,Operations,1,37898,6448,"[18,29.8]",44346,10.54265361922956,8.771525284186465,10.699777792012942,104926.9308158311,84997.65238103046,84216.49375501109
IT,Male,59,5,PhD,Operations,1,79544,6760,"(53.2,65]",86304,11.28406560665991,8.81877816903701,11.365631225939456,104926.9308158311,122031.1127597903,122609.01308032998
